Title,Item_no,EAN,Price,Shiping_time,Description,Link,Brand,Article no
Viega 291976 T-Stück mit SC Profipress 2418,291976,4015211291976,"10,71 ",7 - 8 workdays,in 28mm Kupfer,https://ssd-armaturenshop.de/Viega-291976-T-Stueck-mit-SC-Profipress-2418_1,Viega,71847
Viega 295196 T-Stück mit SC Profipress 2418,295196,4015211295196,"12,09 ",9 - 10 workdays,in 28x22x28mm Kupfer,https://ssd-armaturenshop.de/Viega-295196-T-Stueck-mit-SC-Profipress-2418_1,Viega,71466
Viega 292348 Bogen 45 Grad mit SC Profipress,292348,4015211292348,"2,61 ",16 - 17 workdays,2426 in 15mm Kupfer,https://ssd-armaturenshop.de/Viega-292348-Bogen-45-Grad-mit-SC-Profipress_1,Viega,71853
Viega 292355 Bogen 45 Grad mit SC Profipress,292355,4015211292355,"3,34 ",16 - 17 workdays,2426 in 22mm Kupfer,https://ssd-armaturenshop.de/Viega-292355-Bogen-45-Grad-mit-SC-Profipress_1,Viega,71854
Viega 292362 Bogen 45 Grad mit SC Profipress,292362,4015211292362,"10,10 ",16 - 17 workdays,2426 in 28mm Kupfer,https://ssd-armaturenshop.de/Viega-292362-Bogen-45-Grad-mit-SC-Profipress_1,Viega,71855
Viega 292508 Bogen 45 Grad mit SC Profipress,292508,4015211292508,"2,08 ",16 - 17 workdays,2426.1 in 15mm Kupfer,https://ssd-armaturenshop.de/Viega-292508-Bogen-45-Grad-mit-SC-Profipress_1,Viega,71860
Viega 292515 Bogen 45 Grad mit SC Profipress,292515,4015211292515,"3,02 ",16 - 17 workdays,2426.1 in 22mm Kupfer,https://ssd-armaturenshop.de/Viega-292515-Bogen-45-Grad-mit-SC-Profipress_1,Viega,71861
Viega 292522 Bogen 45 Grad mit SC Profipress,292522,4015211292522,"9,81 ",16 - 17 workdays,2426.1 in 28mm Kupfer,https://ssd-armaturenshop.de/Viega-292522-Bogen-45-Grad-mit-SC-Profipress_1,Viega,71862
Viega 292690 Muffe mit SC Profipress 2415,292690,4015211292690,"2,21 ",9 - 10 workdays,in 15mm Kupfer,https://ssd-armaturenshop.de/Viega-292690-Muffe-mit-SC-Profipress-2415_1,Viega,71869
Viega 292744 Muffe mit SC Profipress 2415,292744,4015211292744,"2,74 ",16 - 17 workdays,in 18mm Kupfer,https://ssd-armaturenshop.de/Viega-292744-Muffe-mit-SC-Profipress-2415_1,Viega,71874
Viega 292683 Muffe mit SC Profipress 2415,292683,4015211292683,"3,25 ",9 - 10 workdays,in 22mm Kupfer,https://ssd-armaturenshop.de/Viega-292683-Muffe-mit-SC-Profipress-2415_1,Viega,71868
Viega 292676 Muffe mit SC Profipress 2415,292676,4015211292676,"6,12 ",9 - 10 workdays,in 28mm Kupfer,https://ssd-armaturenshop.de/Viega-292676-Muffe-mit-SC-Profipress-2415_1,Viega,71867
Viega 308681 Montageeinheit mit SC Sanpress,308681,4015211308681,"20,16 ",6 - 7 workdays,2222.05 in 15mm x Rp1/2 x 150mm Rotguss,https://ssd-armaturenshop.de/Viega-308681-Montageeinheit-mit-SC-Sanpress_1,Viega,71986
Viega 264024 Winkel 90 Grad 3092,264024,4015211264024,"3,26 ",20 - 21 workdays,in R1/2 x Rp1/2 Rotguss,https://ssd-armaturenshop.de/Viega-264024-Winkel-90-Grad-3092_1,Viega,112890
,,,NA,,NA,https://ssd-armaturenshop.de/Viega-264000-Winkel-90-Grad-3092_1,Viega,
Viega 281854 Kappe 3301,281854,4015211281854,"1,21 ",20 - 21 workdays,mit Mehrkant in Rp3/8 Rotguss,https://ssd-armaturenshop.de/Viega-281854-Kappe-3301_1,Viega,113017
Viega 322342 Überbogen mit SC Profipress 2427,322342,4015211322342,"5,37 ",16 - 17 workdays,in 15mm Kupfer,https://ssd-armaturenshop.de/Viega-322342-Ueberbogen-mit-SC-Profipress-2427_1,Viega,72053
Viega 325787 Muffe mit SC Profipress 2415.2,325787,4015211325787,"8,58 ",16 - 17 workdays,in 18x15mm Kupfer,https://ssd-armaturenshop.de/Viega-325787-Muffe-mit-SC-Profipress-24152_1,Viega,71486
Viega 325794 Muffe mit SC Profipress 2415.2,325794,4015211325794,"9,35 ",16 - 17 workdays,in 22x15mm Kupfer,https://ssd-armaturenshop.de/Viega-325794-Muffe-mit-SC-Profipress-24152_1,Viega,71487
Viega 335281 Winkel 90 Grad mit SC Sanpress,335281,4015211335281,"7,73 ",16 - 17 workdays,2214.1 in 15mm x R1/2 Rotguss,https://ssd-armaturenshop.de/Viega-335281-Winkel-90-Grad-mit-SC-Sanpress_1,Viega,72087
Viega 345471 Bogen 90 Grad mit SC Profipress G,345471,4015211345471,"3,69 ",16 - 17 workdays,2616 für Gas in 18mm Kupfer,https://ssd-armaturenshop.de/Viega-345471-Bogen-90-Grad-mit-SC-Profipress-G_1,Viega,72099
Viega 345488 Bogen 90 Grad mit SC Profipress G,345488,4015211345488,"4,54 ",8 - 9 workdays,2616 für Gas in 22mm Kupfer,https://ssd-armaturenshop.de/Viega-345488-Bogen-90-Grad-mit-SC-Profipress-G_1,Viega,72100
Viega 345495 Bogen 90 Grad mit SC Profipress G,345495,4015211345495,"8,88 ",14 - 15 workdays,2616 für Gas in 28mm Kupfer,https://ssd-armaturenshop.de/Viega-345495-Bogen-90-Grad-mit-SC-Profipress-G_1,Viega,72101
Viega 345549 Bogen 90 Grad mit SC Profipress G,345549,4015211345549,"3,38 ",16 - 17 workdays,2616.1 für Gas in 18mm Kupfer,https://ssd-armaturenshop.de/Viega-345549-Bogen-90-Grad-mit-SC-Profipress-G_1,Viega,72104
Viega 345556 Bogen 90 Grad mit SC Profipress G,345556,4015211345556,"4,45 ",9 - 10 workdays,2616.1 für Gas in 22mm Kupfer,https://ssd-armaturenshop.de/Viega-345556-Bogen-90-Grad-mit-SC-Profipress-G_1,Viega,72105
Viega 345563 Bogen 90 Grad mit SC Profipress G,345563,4015211345563,"9,41 ",14 - 15 workdays,2616.1 für Gas in 28mm Kupfer,https://ssd-armaturenshop.de/Viega-345563-Bogen-90-Grad-mit-SC-Profipress-G_1,Viega,72106
Viega 345624 Bogen 45 Grad mit SC Profipress G,345624,4015211345624,"4,29 ",16 - 17 workdays,2626 für Gas in 22mm Kupfer,https://ssd-armaturenshop.de/Viega-345624-Bogen-45-Grad-mit-SC-Profipress-G_1,Viega,72110
Viega 345631 Bogen 45 Grad mit SC Profipress G,345631,4015211345631,"11,48 ",16 - 17 workdays,2626 für Gas in 28mm Kupfer,https://ssd-armaturenshop.de/Viega-345631-Bogen-45-Grad-mit-SC-Profipress-G_1,Viega,72111
Viega 345693 Bogen 45 Grad mit SC Profipress G,345693,4015211345693,"3,83 ",16 - 17 workdays,2626.1 für Gas in 22mm Kupfer,https://ssd-armaturenshop.de/Viega-345693-Bogen-45-Grad-mit-SC-Profipress-G_1,Viega,72116
Viega 345709 Bogen 45 Grad mit SC Profipress G,345709,4015211345709,"10,71 ",16 - 17 workdays,2626.1 für Gas in 28mm Kupfer,https://ssd-armaturenshop.de/Viega-345709-Bogen-45-Grad-mit-SC-Profipress-G_1,Viega,72117
Viega 346164 Übergangsstück mit SC Profipress G,346164,4015211346164,"5,88 ",16 - 17 workdays,2611 für Gas in 22mm x R1/2 Rotguss,https://ssd-armaturenshop.de/Viega-346164-Uebergangsstueck-mit-SC-Profipress-G_1,Viega,72149
Viega 346171 Übergangsstück mit SC Profipress G,346171,4015211346171,"5,37 ",16 - 17 workdays,2611 für Gas in 22mm x R3/4 Rotguss,https://ssd-armaturenshop.de/Viega-346171-Uebergangsstueck-mit-SC-Profipress-G_1,Viega,72150
Viega 346416 Übergangsstück mit SC Profipress G,346416,4015211346416,"5,43 ",16 - 17 workdays,2612 für Gas in 22mm x Rp1/2 Rotguss,https://ssd-armaturenshop.de/Viega-346416-Uebergangsstueck-mit-SC-Profipress-G_1,Viega,72163
Viega 346492 Muffe mit SC Profipress G 2615,346492,4015211346492,"3,66 ",16 - 17 workdays,für Gas in 18mm Kupfer,https://ssd-armaturenshop.de/Viega-346492-Muffe-mit-SC-Profipress-G-2615_1,Viega,72169
Viega 346577 Reduzierstück mit SC Profipress G,346577,4015211346577,"2,99 ",16 - 17 workdays,2615.1 für Gas in 22x18mm Kupfer,https://ssd-armaturenshop.de/Viega-346577-Reduzierstueck-mit-SC-Profipress-G_1,Viega,72177
Viega 346607 Reduzierstück mit SC Profipress G,346607,4015211346607,"7,08 ",14 - 15 workdays,2615.1 für Gas in 28x22mm Kupfer,https://ssd-armaturenshop.de/Viega-346607-Reduzierstueck-mit-SC-Profipress-G_1,Viega,72180
Viega 349301 Verschlusskappe mit SC Profipress,349301,4015211349301,"4,51 ",4 - 5 workdays,2456 in 15mm Kupfer,https://ssd-armaturenshop.de/Viega-349301-Verschlusskappe-mit-SC-Profipress_1,Viega,72221
Viega 379698 Heizkörperanschlussblock 1097.6,379698,4015211379698,"27,63 ",3 - 4 workdays,in 15x255mm Edelstahl,https://ssd-armaturenshop.de/Viega-379698-Heizkoerperanschlussblock-10976_1,Viega,49692
Viega 651121 Verlängerung 3525,651121,4015211651121,"2,72 ",20 - 21 workdays,in R1/2 x Rp1/2 x 15mm Rotguss,https://ssd-armaturenshop.de/Viega-651121-Verlaengerung-3525_1,Viega,73127
Viega 354978 Verlängerung 3525,354978,4015211354978,"2,24 ",20 - 21 workdays,in R1/2 x Rp1/2 x 20mm Rotguss,https://ssd-armaturenshop.de/Viega-354978-Verlaengerung-3525_1,Viega,113234
Viega 354985 Verlängerung 3525,354985,4015211354985,"2,61 ",20 - 21 workdays,in R1/2 x Rp1/2 x 25mm Rotguss,https://ssd-armaturenshop.de/Viega-354985-Verlaengerung-3525_1,Viega,113235
Viega 354992 Verlängerung 3525,354992,4015211354992,"2,96 ",20 - 21 workdays,in R1/2 x Rp1/2 x 30mm Rotguss,https://ssd-armaturenshop.de/Viega-354992-Verlaengerung-3525_1,Viega,113236
Viega 355005 Verlängerung 3525,355005,4015211355005,"3,63 ",20 - 21 workdays,in R1/2 x Rp1/2 x 40mm Rotguss,https://ssd-armaturenshop.de/Viega-355005-Verlaengerung-3525_1,Viega,113237
Viega 355012 Verlängerung 3525,355012,4015211355012,"4,45 ",20 - 21 workdays,in R1/2 x Rp1/2 x 50mm Rotguss,https://ssd-armaturenshop.de/Viega-355012-Verlaengerung-3525_1,Viega,113238
Viega 357221 Verlängerung 3525,357221,4015211357221,"5,68 ",12 - 13 workdays,in R1/2 x Rp1/2 x 65mm Rotguss,https://ssd-armaturenshop.de/Viega-357221-Verlaengerung-3525_1,Viega,113247
Viega 357238 Verlängerung 3525,357238,4015211357238,"6,81 ",20 - 21 workdays,in R1/2 x Rp1/2 x 80mm Rotguss,https://ssd-armaturenshop.de/Viega-357238-Verlaengerung-3525_1,Viega,113248
Viega 357245 Verlängerung 3525,357245,4015211357245,"8,24 ",20 - 21 workdays,in R1/2 x Rp1/2 x 100mm Rotguss,https://ssd-armaturenshop.de/Viega-357245-Verlaengerung-3525_1,Viega,113249
Viega 269272 Winkel 90 Grad 3090,269272,4015211269272,"2,82 ",20 - 21 workdays,in Rp1/2 x Rp1/2 Rotguss,https://ssd-armaturenshop.de/Viega-269272-Winkel-90-Grad-3090_1,Viega,112987
Viega 269234 Winkel 90 Grad 3090,269234,4015211269234,"7,35 ",19 - 20 workdays,in Rp1 x Rp1 Rotguss,https://ssd-armaturenshop.de/Viega-269234-Winkel-90-Grad-3090_1,Viega,112985
Viega 264222 T-Stück 3130,264222,4015211264222,"3,26 ",9 - 10 workdays,in Rp1/2 Rotguss,https://ssd-armaturenshop.de/Viega-264222-T-Stueck-3130_1,Viega,112898
Viega 266516 Reduzierstück 3241 mit Mehrkant,266516,4015211266516,"1,02 ",10 - 11 workdays,in R1/2 x Rp3/8 Rotguss,https://ssd-armaturenshop.de/Viega-266516-Reduzierstueck-3241-mit-Mehrkant_1,Viega,112919
Viega 266493 Reduzierstück 3241 mit Mehrkant,266493,4015211266493,"1,52 ",20 - 21 workdays,in R3/4 x Rp1/2 Rotguss,https://ssd-armaturenshop.de/Viega-266493-Reduzierstueck-3241-mit-Mehrkant_1,Viega,112917
Viega 266462 Reduzierstück 3241 mit Mehrkant,266462,4015211266462,"3,47 ",9 - 10 workdays,in R1 1/4 x Rp1 Rotguss,https://ssd-armaturenshop.de/Viega-266462-Reduzierstueck-3241-mit-Mehrkant_1,Viega,112914
Viega 267605 Reduzierstück 3241 mit Mehrkant,267605,4015211267605,"7,13 ",20 - 21 workdays,in R1 1/2 x Rp1 Rotguss,https://ssd-armaturenshop.de/Viega-267605-Reduzierstueck-3241-mit-Mehrkant_1,Viega,112958
Viega 267704 Reduzierstück 3241 mit Mehrkant,267704,4015211267704,"4,98 ",20 - 21 workdays,in R1 1/2 x Rp1 1/4 Rotguss,https://ssd-armaturenshop.de/Viega-267704-Reduzierstueck-3241-mit-Mehrkant_1,Viega,112963
Viega 320423 Reduzierstück 3242 rund,320423,4015211320423,"3,02 ",20 - 21 workdays,in R1/2 x Rp3/4 Rotguss,https://ssd-armaturenshop.de/Viega-320423-Reduzierstueck-3242-rund_1,Viega,113154
Viega 320430 Reduzierstück 3242 rund,320430,4015211320430,"7,25 ",20 - 21 workdays,in R1/2 x Rp1 Rotguss,https://ssd-armaturenshop.de/Viega-320430-Reduzierstueck-3242-rund_1,Viega,113155
Viega 266530 Reduziernippel 3245 mit Mehrkant,266530,4015211266530,"1,41 ",20 - 21 workdays,in R1/2 x R3/8 Rotguss,https://ssd-armaturenshop.de/Viega-266530-Reduziernippel-3245-mit-Mehrkant_1,Viega,112921
Viega 266523 Reduziernippel 3245 mit Mehrkant,266523,4015211266523,"1,74 ",20 - 21 workdays,in R3/4 x R1/2 Rotguss,https://ssd-armaturenshop.de/Viega-266523-Reduziernippel-3245-mit-Mehrkant_1,Viega,112920
Viega 321697 Reduziernippel 3245 mit Mehrkant,321697,4015211321697,"12,81 ",20 - 21 workdays,in R1 1/2 x R1 Rotguss,https://ssd-armaturenshop.de/Viega-321697-Reduziernippel-3245-mit-Mehrkant_1,Viega,113166
Viega 282356 Doppelnippel 3280,282356,4015211282356,"0,63 ",2 - 3 workdays,in R3/8 Rotguss,https://ssd-armaturenshop.de/Viega-282356-Doppelnippel-3280_1,Viega,113021
Viega 266592 Doppelnippel 3280,266592,4015211266592,"1,23 ",9 - 10 workdays,in R1/2 Rotguss,https://ssd-armaturenshop.de/Viega-266592-Doppelnippel-3280_1,Viega,112927
Viega 266615 Doppelnippel 3280,266615,4015211266615,"1,87 ",9 - 10 workdays,in R3/4 Rotguss,https://ssd-armaturenshop.de/Viega-266615-Doppelnippel-3280_1,Viega,112929
Viega 266608 Doppelnippel 3280,266608,4015211266608,"3,16 ",9 - 10 workdays,in R1 Rotguss,https://ssd-armaturenshop.de/Viega-266608-Doppelnippel-3280_1,Viega,112928
Viega 269135 Doppelnippel 3280,269135,4015211269135,"5,02 ",20 - 21 workdays,in R1 1/4 Rotguss,https://ssd-armaturenshop.de/Viega-269135-Doppelnippel-3280_1,Viega,112980
Viega 269111 Doppelnippel 3280,269111,4015211269111,"6,84 ",20 - 21 workdays,in R1 1/2 Rotguss,https://ssd-armaturenshop.de/Viega-269111-Doppelnippel-3280_1,Viega,112979
Viega 267278 Langnippel 3530,267278,4015211267278,"10,83 ",20 - 21 workdays,in R1 x 100mm Rotguss,https://ssd-armaturenshop.de/Viega-267278-Langnippel-3530_1,Viega,112937
Viega 318505 Langnippel 3530,318505,4015211318505,"15,08 ",20 - 21 workdays,in R1 1/4 x 100mm Rotguss,https://ssd-armaturenshop.de/Viega-318505-Langnippel-3530_1,Viega,113093
Viega 267391 Langnippel 3530,267391,4015211267391,"3,56 ",20 - 21 workdays,in R3/4 x 60mm Rotguss,https://ssd-armaturenshop.de/Viega-267391-Langnippel-3530_1,Viega,112948
Viega 296377 Reduzierstück mit SC Profipress,296377,4015211296377,"2,36 ",4 - 5 workdays,2415.1 in 22x15mm Kupfer,https://ssd-armaturenshop.de/Viega-296377-Reduzierstueck-mit-SC-Profipress_1,Viega,71471
Viega 296391 Reduzierstück mit SC Profipress,296391,4015211296391,"2,39 ",7 - 8 workdays,2415.1 in 22x18mm Kupfer,https://ssd-armaturenshop.de/Viega-296391-Reduzierstueck-mit-SC-Profipress_1,Viega,71473
Viega 296506 Reduzierstück mit SC Profipress,296506,4015211296506,"6,10 ",5 - 6 workdays,2415.1 in 28x22mm Kupfer,https://ssd-armaturenshop.de/Viega-296506-Reduzierstueck-mit-SC-Profipress_1,Viega,70915
Viega 461256 Schiebemuffe mit SC Profipress,461256,4015211461256,"2,21 ",16 - 17 workdays,2415.3 in 15mm Kupfer,https://ssd-armaturenshop.de/Viega-461256-Schiebemuffe-mit-SC-Profipress_1,Viega,72665
Viega 461263 Schiebemuffe mit SC Profipress,461263,4015211461263,"2,66 ",4 - 5 workdays,2415.3 in 18mm Kupfer,https://ssd-armaturenshop.de/Viega-461263-Schiebemuffe-mit-SC-Profipress_1,Viega,72666
Viega 461270 Schiebemuffe mit SC Profipress,461270,4015211461270,"3,25 ",16 - 17 workdays,2415.3 in 22mm Kupfer,https://ssd-armaturenshop.de/Viega-461270-Schiebemuffe-mit-SC-Profipress_1,Viega,72667
Viega 265700 Verschraubung mit SC Sanpress 2263,265700,4015211265700,"9,59 ",16 - 17 workdays,flachdichtend in 28mm x G1 1/4 Rotguss,https://ssd-armaturenshop.de/Viega-265700-Verschraubung-mit-SC-Sanpress-2263_1,Viega,71716
Viega 526481 Überströmkappe G2360,526481,4015211526481,"15,79 ",16 - 17 workdays,in G2 Messing,https://ssd-armaturenshop.de/Viega-526481-Ueberstroemkappe-G2360_1,Viega,72859
Viega 646554 Einsteckstück Raxofix,646554,4015211646554,"6,86 ",16 - 17 workdays,5313 in 16mm x 15mm Rotguss,https://ssd-armaturenshop.de/Viega-646554-Einsteckstueck-Raxofix_1,Viega,73658
Viega 646707 Übergangsstück mit SC Raxofix,646707,4015211646707,"8,01 ",9 - 10 workdays,5313P in 16mm x 15mm Rotguss,https://ssd-armaturenshop.de/Viega-646707-Uebergangsstueck-mit-SC-Raxofix_1,Viega,73341
Viega 646738 Übergangsstück mit SC Raxofix,646738,4015211646738,"9,79 ",16 - 17 workdays,5313P in 20mm x 18mm Rotguss,https://ssd-armaturenshop.de/Viega-646738-Uebergangsstueck-mit-SC-Raxofix_1,Viega,73344
Kermi LI1EL090201AK Eck-Halbt. li Liga 1EL 0900x,LI1EL090201AK,4051484433460,"348,58 ",15 - 17 workdays,2000 BV: 875-900 SIMG ESG klar,https://ssd-armaturenshop.de/navi.php?a=823685&lang=eng,navi.php?a=823685&lang=eng,823685
Kermi LI1GL12020VPK Pendeltür Liga 1GL 1200x,LI1GL12020VPK,4051484402541,"642,56 ",15 - 17 workdays,2000 BV: 1160-1210 SIHG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=841317&lang=eng,navi.php?a=841317&lang=eng,841317
Kermi LI1WL080201AK Pendeltür Liga 1WL 0800x,LI1WL080201AK,4051484403494,"390,09 ",15 - 17 workdays,2000 BV: 760-810 SIMG ESG klar,https://ssd-armaturenshop.de/navi.php?a=821783&lang=eng,navi.php?a=821783&lang=eng,821783
Kermi LI1WL08020VAK Pendeltür Liga 1WL 0800x,LI1WL08020VAK,4051484403517,"443,55 ",15 - 17 workdays,2000 BV: 760-810 SIHG ESG klar,https://ssd-armaturenshop.de/navi.php?a=821785&lang=eng,navi.php?a=821785&lang=eng,821785
Kermi LI1WL070201PK Pendeltür Liga 1WL 0700x,LI1WL070201PK,4051484403340,"482,22 ",15 - 17 workdays,2000 BV: 660-710 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=820637&lang=eng,navi.php?a=820637&lang=eng,820637
Kermi LI1WL08020VPK Pendeltür Liga 1WL 0800x,LI1WL08020VPK,4051484403524,"535,67 ",15 - 17 workdays,2000 BV: 760-810 SIHG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=821786&lang=eng,navi.php?a=821786&lang=eng,821786
Kermi LI1WL090201AK Pendeltür Liga 1WL 0900x,LI1WL090201AK,4051484403654,"390,09 ",15 - 17 workdays,2000 BV: 860-910 SIMG ESG klar,https://ssd-armaturenshop.de/navi.php?a=823814&lang=eng,navi.php?a=823814&lang=eng,823814
Kermi LI1WR080201AK Pendeltür Liga 1WR 0800x,LI1WR080201AK,4051484404132,"390,09 ",15 - 17 workdays,2000 BV: 760-810 SIMG ESG klar,https://ssd-armaturenshop.de/navi.php?a=821929&lang=eng,navi.php?a=821929&lang=eng,821929
Kermi LI1WR09020VPK Pendeltür Liga 1WR 0900x,LI1WR09020VPK,4051484404323,"535,67 ",15 - 17 workdays,2000 BV: 860-910 SIHG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=823821&lang=eng,navi.php?a=823821&lang=eng,823821
Kermi LI1WR08020VPK Pendeltür Liga 1WR 0800x,LI1WR08020VPK,4051484404163,"535,67 ",15 - 17 workdays,2000 BV: 760-810 SIHG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=821932&lang=eng,navi.php?a=821932&lang=eng,821932
Kermi LI1WR100201AK Pendeltür Liga 1WR 1000x,LI1WR100201AK,4051484404453,"444,12 ",15 - 17 workdays,2000 BV: 960-1010 SIMG ESG klar,https://ssd-armaturenshop.de/navi.php?a=827518&lang=eng,navi.php?a=827518&lang=eng,827518
Kermi LI2CR120201PK Eck-Halbt. re Liga 2CR 1200x,LI2CR120201PK,4051484405740,"562,40 ",15 - 16 workdays,2000 BV: 1175-1200 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=840525&lang=eng,navi.php?a=840525&lang=eng,840525
Kermi LI2SL090201PK Pendel-Falttür Liga 2SL 0900x,LI2SL090201PK,4051484406402,"589,12 ",15 - 17 workdays,2000 BV: 860-910 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=829977&lang=eng,navi.php?a=829977&lang=eng,829977
Kermi LI2CR12020VPK Eck-Halbt. re Liga 2CR 1200x,LI2CR12020VPK,4051484405764,"615,85 ",15 - 16 workdays,2000 BV: 1175-1200 SIHG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=840527&lang=eng,navi.php?a=840527&lang=eng,840527
Kermi LI2SL080201PK Pendel-Falttür Liga 2SL 0800x,LI2SL080201PK,4051484406242,"589,12 ",15 - 17 workdays,2000 BV: 760-810 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=825688&lang=eng,navi.php?a=825688&lang=eng,825688
Kermi LI2SL09020VPK Pendel-Falttür Liga 2SL 0900x,LI2SL09020VPK,4051484406426,"642,56 ",15 - 17 workdays,2000 BV: 860-910 SIHG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=829979&lang=eng,navi.php?a=829979&lang=eng,829979
Kermi LI2SL095201PK Pendel-Falttür Liga 2SL 0950x,LI2SL095201PK,4051484406488,"589,12 ",15 - 17 workdays,2000 BV: 910-960 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=831838&lang=eng,navi.php?a=831838&lang=eng,831838
Kermi LI2SL100201PK Pendel-Falttür Liga 2SL 1000x,LI2SL100201PK,4051484406563,"642,56 ",15 - 17 workdays,2000 BV: 960-1010 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=835919&lang=eng,navi.php?a=835919&lang=eng,835919
Kermi LI2SR090201PK Pendel-Falttür Liga 2SR 0900x,LI2SR090201PK,4051484407201,"589,12 ",15 - 17 workdays,2000 BV: 860-910 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=831016&lang=eng,navi.php?a=831016&lang=eng,831016
Kermi LI2SL105201PK Pendel-Falttür Liga 2SL 1050x,LI2SL105201PK,4051484406648,"642,56 ",15 - 17 workdays,2000 BV: 1010-1060 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=835124&lang=eng,navi.php?a=835124&lang=eng,835124
Kermi LI2SL10520VPK Pendel-Falttür Liga 2SL 1050x,LI2SL10520VPK,4051484406662,"696,02 ",15 - 17 workdays,2000 BV: 1010-1060 SIHG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=835126&lang=eng,navi.php?a=835126&lang=eng,835126
Kermi LI2SL120201PK Pendel-Falttür Liga 2SL 1200x,LI2SL120201PK,4051484406723,"642,56 ",15 - 17 workdays,2000 BV: 1160-1210 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=841131&lang=eng,navi.php?a=841131&lang=eng,841131
Kermi LI2T4140201PK Pendel-Falttür Liga 2T4 1400x,LI2T4140201PK,4051484407928,"911,55 ",15 - 17 workdays,2000 BV: 1360-1410 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=849534&lang=eng,navi.php?a=849534&lang=eng,849534
Kermi LI2T4130201PK Pendel-Falttür Liga 2T4 1300x,LI2T4130201PK,4051484407843,"911,55 ",15 - 17 workdays,2000 BV: 1260-1310 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=847947&lang=eng,navi.php?a=847947&lang=eng,847947
Kermi LI2SR120201PK Pendel-Falttür Liga 2SR 1200x,LI2SR120201PK,4051484407522,"642,56 ",15 - 17 workdays,2000 BV: 1160-1210 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=841285&lang=eng,navi.php?a=841285&lang=eng,841285
Kermi LIC55080201AK Viertelkreis LIGA C55 0800x,LIC55080201AK,4051484437772,"859,79 ",15 - 17 workdays,2000 BV: 775-800 SIMG ESG klar,https://ssd-armaturenshop.de/navi.php?a=838811&lang=eng,navi.php?a=838811&lang=eng,838811
Kermi LID2L135201AK Gleittür Liga D2L 1350x,LID2L135201AK,4051484438359,"509,51 ",15 - 17 workdays,2000 BV: 1310-1360 SIMG ESG klar,https://ssd-armaturenshop.de/navi.php?a=837392&lang=eng,navi.php?a=837392&lang=eng,837392
Kermi LIC55090201PK Viertelkreis LIGA C55 0900x,LIC55090201PK,4051484437826,"1.044,04 ",15 - 17 workdays,2000 BV: 875-900 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=842378&lang=eng,navi.php?a=842378&lang=eng,842378
Kermi LID2R110201AK Gleittür Liga D2R 1100x,LID2R110201AK,4051484438595,"456,63 ",15 - 17 workdays,2000 BV: 1060-1110 SIMG ESG klar,https://ssd-armaturenshop.de/navi.php?a=830114&lang=eng,navi.php?a=830114&lang=eng,830114
Kermi LID2L15020VPK Gleittür Liga D2L 1500x,LID2L15020VPK,4051484440222,"709,10 ",15 - 17 workdays,2000 BV: 1460-1510 SIHG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=840473&lang=eng,navi.php?a=840473&lang=eng,840473
Kermi LID2L155201AK Gleittür Liga D2L 1550x,LID2L155201AK,4051484440277,"563,52 ",15 - 17 workdays,2000 BV: 1510-1560 SIMG ESG klar,https://ssd-armaturenshop.de/navi.php?a=841504&lang=eng,navi.php?a=841504&lang=eng,841504
Kermi LID2L14020VPK Gleittür Liga D2L 1400x,LID2L14020VPK,4051484438465,"655,08 ",15 - 17 workdays,2000 BV: 1360-1410 SIHG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=838512&lang=eng,navi.php?a=838512&lang=eng,838512
Kermi LID2L155201PK Gleittür Liga D2L 1550x,LID2L155201PK,4051484440284,"655,65 ",15 - 16 workdays,2000 BV: 1510-1560 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=841505&lang=eng,navi.php?a=841505&lang=eng,841505
Kermi LID2L14520VPK Gleittür Liga D2L 1450x,LID2L14520VPK,4051484438540,"655,08 ",15 - 17 workdays,2000 BV: 1410-1460 SIHG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=839503&lang=eng,navi.php?a=839503&lang=eng,839503
