Title,Item_no,EAN,Price,Shiping_time,Description,Link,Brand,Article no
"Kaldewei 290500010001 BW CLASSIC DUO 105, 1700x700x430",290500010001,4001112567951,"512,55 ",33 - 35 workdays,alpinweiß,https://ssd-armaturenshop.de/Kaldewei-290500010001-BW-CLASSIC-DUO-105-1700x700x430,Kaldewei,170541
,,,NA,,NA,https://ssd-armaturenshop.de/Kaldewei-111800010001-BW-SANIFORM-PLUS-363-1-1700x700x410,Kaldewei,
"Kaldewei 112900010001 BW SANIFORM PLUS 371-1, 1700x730x410",112900010001,4001112260326,"251,26 ",21 - 23 workdays,alpinweiß,https://ssd-armaturenshop.de/Kaldewei-112900010001-BW-SANIFORM-PLUS-371-1-1700x730x410,Kaldewei,171029
"Kaldewei 290700010001 BW CLASSIC DUO 107, 1700x750x430",290700010001,4001112567920,"512,55 ",21 - 23 workdays,alpinweiß,https://ssd-armaturenshop.de/Kaldewei-290700010001-BW-CLASSIC-DUO-107-1700x750x430,Kaldewei,170642
"Kaldewei 221500010001 BW RONDO 700, 1700x750x445",221500010001,4001112088272,"899,61 ",21 - 23 workdays,alpinweiß,https://ssd-armaturenshop.de/Kaldewei-221500010001-BW-RONDO-700-1700x750x445,Kaldewei,171580
Geberit 150221211  Fertigbauset d52 glanzverchromt zu,150221211-geb,4025416015086,"12,91 ",9 - 10 workdays,Geberit BW-Ablauf mit Drehbetätigung,https://ssd-armaturenshop.de/Geberit-150221211-Fertigbauset-d52-glanzverchromt-zu_1,Geberit,73983
Kaldewei 687772020001 Spezial Ab-+Überlaufgarnitur KA4081,687772020001,4001112964866,"466,38 ",21 - 22 workdays,"mit Füllfunktion,alpinweiß",https://ssd-armaturenshop.de/Kaldewei-687772020001-Spezial-Ab-Ueberlaufgarnitur-KA4081,Kaldewei,147679
Keramag Y824080000 myDay Waschtischunterschrank,Y824080000-geb,4022009342710,"670,95 ",30 - 32 workdays,"680x410x405mm, Weiß Hochglanz",https://ssd-armaturenshop.de/Keramag-Y824080000-myDay-Waschtischunterschrank,Keramag,38154
"Keramag 824160000 myDay WT-US m.Glaspl., Ablg.links",824160000-geb,4022009342833,"703,43 ",30 - 32 workdays,"m.Hl. re, 1150x200x520mm, Weiß Hochglanz",https://ssd-armaturenshop.de/Keramag-824160000-myDay-WT-US-mGlaspl-Ablglinks,Keramag,38166
Keramag 824130000 myDay Waschtischunterschrank,824130000-geb,4022009342796,"840,80 ",30 - 32 workdays,"1160x410x405mm, Weiß Hochglanz",https://ssd-armaturenshop.de/Keramag-824130000-myDay-Waschtischunterschrank,Keramag,38162
Keramag 824131000 myDay Waschtischunterschrank,824131000-geb,4022009342802,"840,80 ",30 - 32 workdays,"1160x410x405mm, Taupe Hochglanz",https://ssd-armaturenshop.de/Keramag-824131000-myDay-Waschtischunterschrank,Keramag,38163
"Keramag Y824000000 myDay Hochschrank, 400x1500x250mm",Y824000000-geb,4022009342529,"676,60 ",30 - 32 workdays,Weiß Hochglanz,https://ssd-armaturenshop.de/Keramag-Y824000000-myDay-Hochschrank-400x1500x250mm,Keramag,38107
"Keramag 824001000 myDay Hochschrank, 400x1500x250mm",824001000-geb,4022009342536,"695,52 ",30 - 32 workdays,Taupe Hochglanz,https://ssd-armaturenshop.de/Keramag-824001000-myDay-Hochschrank-400x1500x250mm,Keramag,38108
Keramag 824340000 myDay Lichtspiegelelement,824340000-geb,4022009343007,"454,45 ",30 - 32 workdays,400x800x30mm,https://ssd-armaturenshop.de/Keramag-824340000-myDay-Lichtspiegelelement,Keramag,38175
Keramag 824300000 myDay Lichtspiegelelement,824300000-geb,4022009343021,"569,51 ",30 - 32 workdays,1000x700x30mm,https://ssd-armaturenshop.de/Keramag-824300000-myDay-Lichtspiegelelement,Keramag,38174
"Kaldewei 233400010001 BW VAIO SET 954, 1700x750x430",233400010001,4001112445136,"585,20 ",21 - 23 workdays,alpinweiß,https://ssd-armaturenshop.de/Kaldewei-233400010001-BW-VAIO-SET-954-1700x750x430,Kaldewei,171265
Keramag 869751000 Renova Nr.1 Plan WT-Unterschrank,869751000-geb,4022009342468,"434,11 ",30 - 32 workdays,"676x586x438mm, Lava matt",https://ssd-armaturenshop.de/Keramag-869751000-Renova-Nr1-Plan-WT-Unterschrank,Keramag,38240
Keramag 869552000 Renova Nr.1 Plan WT-Unterschrank,869552000-geb,4022009342376,"334,77 ",30 - 32 workdays,"480x586x400mm, Ulme gebürstet",https://ssd-armaturenshop.de/Keramag-869552000-Renova-Nr1-Plan-WT-Unterschrank,Keramag,38229
Keramag 869130000 Renova Nr.1 Plan DWT-Unterschrank,869130000-geb,4022009342086,"615,11 ",30 - 32 workdays,"1226x586x438mm, Weiß Hochglanz",https://ssd-armaturenshop.de/Keramag-869130000-Renova-Nr1-Plan-DWT-Unterschrank,Keramag,38223
Keramag 869132000 Renova Nr.1 Plan DWT-Unterschrank,869132000-geb,4022009342345,"615,11 ",30 - 32 workdays,"1226x586x438mm, Ulme gebürstet",https://ssd-armaturenshop.de/Keramag-869132000-Renova-Nr1-Plan-DWT-Unterschrank,Keramag,38225
Keramag 869033000 Renova Nr.1 Plan Seitenschrank,869033000-geb,4022009342239,"436,32 ",11 - 13 workdays,"390x1050x360mm, Eiche Natur dunkel",https://ssd-armaturenshop.de/Keramag-869033000-Renova-Nr1-Plan-Seitenschrank,Keramag,38210
Keramag 869853000 Renova Nr.1 Plan WT-Unterschrank,869853000-geb,4022009342512,"445,88 ",9 - 11 workdays,"776x586x438mm, Eiche Natur dunkel",https://ssd-armaturenshop.de/Keramag-869853000-Renova-Nr1-Plan-WT-Unterschrank,Keramag,38246
Keramag 869053000 Renova Nr.1 Plan HWB-Unterschrank,869053000-geb,4022009342291,"229,57 ",9 - 11 workdays,"414x586x345mm, Eiche Natur dunkel",https://ssd-armaturenshop.de/Keramag-869053000-Renova-Nr1-Plan-HWB-Unterschrank,Keramag,38218
Keramag 869020000 Renova Nr.1 Plan Seitenschrank,869020000-geb,4022009342109,"334,77 ",12 - 14 workdays,"390x700x360mm, Weiß Hochglanz",https://ssd-armaturenshop.de/Keramag-869020000-Renova-Nr1-Plan-Seitenschrank,Keramag,38203
Keramag 869003000 Renova Nr.1 Plan Hochschrank,869003000-geb,4022009342147,"576,85 ",30 - 32 workdays,"390x1800x360mm, Eiche Natur dunkel",https://ssd-armaturenshop.de/Keramag-869003000-Renova-Nr1-Plan-Hochschrank,Keramag,38198
Keramag 841053000 iCon xs Waschtischunterschrank,841053000-geb,4022009343281,"262,77 ",17 - 19 workdays,"520x420x308mm, Lava matt",https://ssd-armaturenshop.de/Keramag-841053000-iCon-xs-Waschtischunterschrank,Keramag,38184
Keramag 869022000 Renova Nr.1 Plan Seitenschrank,869022000-geb,4022009342192,"334,77 ",30 - 32 workdays,"390x700x360mm, Ulme gebürstet",https://ssd-armaturenshop.de/Keramag-869022000-Renova-Nr1-Plan-Seitenschrank,Keramag,38205
Keramag 841054000 iCon xs Waschtischunterschrank,841054000-geb,4022009343298,"266,37 ",21 - 23 workdays,"520x420x308mm, Holzstruktur Eiche Natur",https://ssd-armaturenshop.de/Keramag-841054000-iCon-xs-Waschtischunterschrank,Keramag,38185
Keramag 841038000 iCon xs HWB-Unterschrank,841038000-geb,4022009335903,"219,12 ",21 - 23 workdays,"370x420x280mm, Lava matt",https://ssd-armaturenshop.de/Keramag-841038000-iCon-xs-HWB-Unterschrank,Keramag,38181
Keramag 841039000 iCon xs HWB-Unterschrank,841039000-geb,4022009335910,"219,12 ",21 - 23 workdays,"370x420x280mm, Holzstruktur Eiche Natur",https://ssd-armaturenshop.de/Keramag-841039000-iCon-xs-HWB-Unterschrank,Keramag,38182
Keramag 841030000 iCon xs Regal mit Spiegel,841030000-geb,4022009343267,"204,47 ",21 - 23 workdays,"280x1200x140mm, Holzstruktur Eiche Natur",https://ssd-armaturenshop.de/Keramag-841030000-iCon-xs-Regal-mit-Spiegel,Keramag,38179
"Kaldewei 111600010001 BW SANIFORM PLUS 361-1, 1500x700x410",111600010001,4001112030608,"425,08 ",21 - 23 workdays,alpinweiß,https://ssd-armaturenshop.de/Kaldewei-111600010001-BW-SANIFORM-PLUS-361-1-1500x700x410,Kaldewei,168292
"Kaldewei 267600010001 BW SILENIO 676, 1800x800x435",267600010001,4001112960318,"744,88 ",21 - 23 workdays,alpinweiß,https://ssd-armaturenshop.de/Kaldewei-267600010001-BW-SILENIO-676-1800x800x435,Kaldewei,171237
,,,NA,,NA,https://ssd-armaturenshop.de/Kaldewei-224400010001-BW-MINI-re-834-1570x700x430,Kaldewei,
"Kaldewei 225200010001 BW MINI li 836, 1570x700x430",225200010001,4001112341872,"548,13 ",21 - 23 workdays,alpinweiß,https://ssd-armaturenshop.de/Kaldewei-225200010001-BW-MINI-li-836-1570x700x430,Kaldewei,169629
"Kaldewei 224800010001 BW MINI li 832, 1570x750x430",224800010001,4001112289969,"548,13 ",21 - 23 workdays,alpinweiß,https://ssd-armaturenshop.de/Kaldewei-224800010001-BW-MINI-li-832-1570x750x430,Kaldewei,171894
"Kaldewei 431248040001 DW SUPERPLAN XXL M.412-2,1000x1400x43",431248040001,4001112563281,"623,48 ",21 - 23 workdays,"Wt, alpinweiß",https://ssd-armaturenshop.de/Kaldewei-431248040001-DW-SUPERPLAN-XXL-M412-21000x1400x43,Kaldewei,167824
"Kaldewei 432748040001 DW DUSCHPLAN XXL M.427-2,1000x1400x65",432748040001,4001112570920,"496,18 ",21 - 23 workdays,"Wt, alpinweiß",https://ssd-armaturenshop.de/Kaldewei-432748040001-DW-DUSCHPLAN-XXL-M427-21000x1400x65,Kaldewei,168397
,,,NA,,NA,https://ssd-armaturenshop.de/Kaldewei-447000010001-DW-SUPERPLAN-Mod391-11000x1000x25,Kaldewei,
"Kaldewei 447048040001 DW SUPERPLAN Mod.391-2,1000x1000x25",447048040001,4001112459010,"450,62 ",21 - 23 workdays,"Wt, alpinweiß",https://ssd-armaturenshop.de/Kaldewei-447048040001-DW-SUPERPLAN-Mod391-21000x1000x25,Kaldewei,162673
"Kaldewei 440200010001 DW DUSCHPLAN Mod.392-1,1000x1000x65",440200010001,4001112228531,"283,54 ",21 - 23 workdays,alpinweiß,https://ssd-armaturenshop.de/Kaldewei-440200010001-DW-DUSCHPLAN-Mod392-11000x1000x65,Kaldewei,160985
"Kaldewei 440248040001 DW DUSCHPLAN Mod.392-2,1000x1000x65",440248040001,4001112456897,"339,23 ",12 - 14 workdays,"Wt, alpinweiß",https://ssd-armaturenshop.de/Kaldewei-440248040001-DW-DUSCHPLAN-Mod392-21000x1000x65,Kaldewei,163403
Kaldewei 687772330999 Ab-+ÜL-Garn.COMFORT LEVEL  4001,687772330999,4055761069588,"160,48 ",37 - 38 workdays,"Standard,für BW,Griff+Deckel chr",https://ssd-armaturenshop.de/navi.php?a=696984&lang=eng,navi.php?a=696984&lang=eng,696984
Kaldewei 687772370999 Ab-+ÜL-Garn.COMFORT LEVEL+  4011,687772370999,4055761069625,"397,54 ",20 - 21 workdays,"m.Füllfkt,standard,f.BW,Griff+Deckel chr",https://ssd-armaturenshop.de/navi.php?a=696908&lang=eng,navi.php?a=696908&lang=eng,696908
Kaldewei 687772380999 Ab-+ÜL-Garn.COMFORT LEVEL PLUS 4012,687772380999,4055761069632,"449,17 ",13 - 14 workdays,"m.Füllfkt,verläng.,f.BW,Griff+Deckel chr",https://ssd-armaturenshop.de/navi.php?a=696909&lang=eng,navi.php?a=696909&lang=eng,696909
"Kaldewei 901206303001 Hand-WT PURO, M.3162 re o.ÜL 550x300",901206303001,4055761051675,"208,24 ",9 - 11 workdays,"AD,ohne ÜL,1x1Hl.,alpinw.,PEFF",https://ssd-armaturenshop.de/navi.php?a=695714&lang=eng,navi.php?a=695714&lang=eng,695714
"Kaldewei 901206313001 Hand-WT PURO, M.3162 re o.ÜL 550x300",901206313001,4055761051668,"186,15 ",1 - 3 workdays,"AD,ohne ÜL,o.Hl.,alpinw.,PEFF",https://ssd-armaturenshop.de/navi.php?a=695715&lang=eng,navi.php?a=695715&lang=eng,695715
Geberit 390500141  Silent-PP Rohr mit Muffe,390500141-geb,4025416937210,"3,64 ",30 - 31 workdays,"d110x3,6 L:15cm",https://ssd-armaturenshop.de/Geberit-390500141-Silent-PP-Rohr-mit-Muffe_1,Geberit,74991
Geberit 390201141  Silent-PP Rohr mit Muffe,390201141-geb,4025416936213,"1,58 ",30 - 31 workdays,d50x2 L:25cm,https://ssd-armaturenshop.de/Geberit-390201141-Silent-PP-Rohr-mit-Muffe_1,Geberit,74777
Geberit 390502141  Silent-PP Rohr mit Muffe,390502141-geb,4025416937234,"5,94 ",30 - 31 workdays,"d110x3,6 L:50cm",https://ssd-armaturenshop.de/Geberit-390502141-Silent-PP-Rohr-mit-Muffe_1,Geberit,74993
Geberit 390406141  Silent-PP Rohr mit Muffe,390406141-geb,4025416936893,"18,35 ",30 - 31 workdays,"d90x3,1 L:200cm",https://ssd-armaturenshop.de/Geberit-390406141-Silent-PP-Rohr-mit-Muffe_1,Geberit,73385
Geberit 390322141  Silent-PP Bogen 45Gr d75,390322141-geb,4025416936725,"2,66 ",30 - 31 workdays,mit Muffe,https://ssd-armaturenshop.de/Geberit-390322141-Silent-PP-Bogen-45Gr-d75_1,Geberit,74825
"Geberit 390324141  Silent-PP Bogen 87,5Gr d75",390324141-geb,4025416936749,"3,85 ",30 - 31 workdays,mit Muffe,https://ssd-armaturenshop.de/Geberit-390324141-Silent-PP-Bogen-875Gr-d75_1,Geberit,74827
"Geberit 390524141  Silent-PP Bogen 87,5Gr d110",390524141-geb,4025416937401,"4,20 ",30 - 31 workdays,mit Muffe,https://ssd-armaturenshop.de/Geberit-390524141-Silent-PP-Bogen-875Gr-d110_1,Geberit,75005
Geberit 390332141  Silent-PP Abzweig 45Gr d75/50,390332141-geb,4025416936787,"4,65 ",30 - 31 workdays,mit Muffen,https://ssd-armaturenshop.de/Geberit-390332141-Silent-PP-Abzweig-45Gr-d75/50_1,Geberit,74831
"Geberit 390046141  Silent-PP Abzweig 87,5Gr d32/32",390046141-geb,4025416971184,"3,28 ",30 - 31 workdays,mit Muffen,https://ssd-armaturenshop.de/Geberit-390046141-Silent-PP-Abzweig-875Gr-d32/32_1,Geberit,74962
"Geberit 390548141  Silent-PP Abzweig 87,5Gr d110/50",390548141-geb,4025416937494,"8,52 ",30 - 31 workdays,mit Muffen,https://ssd-armaturenshop.de/Geberit-390548141-Silent-PP-Abzweig-875Gr-d110/50_1,Geberit,75014
Geberit 390473141  Silent-PP Reduktion exzentrisch,390473141-geb,4025416937197,"3,76 ",30 - 31 workdays,d90/75,https://ssd-armaturenshop.de/Geberit-390473141-Silent-PP-Reduktion-exzentrisch_1,Geberit,74987
Geberit 390317141  Silent-PP Überschiebemuffe d75,390317141-geb,4025416936688,"3,19 ",30 - 31 workdays,NA,https://ssd-armaturenshop.de/Geberit-390317141-Silent-PP-Ueberschiebemuffe-d75_1,Geberit,74821
Geberit 390595141  Silent-PP Übergangsmanschette,390595141-geb,4025416728573,"7,42 ",30 - 31 workdays,auf Guss d110,https://ssd-armaturenshop.de/Geberit-390595141-Silent-PP-Uebergangsmanschette_1,Geberit,75024
Geberit 390284141  Silent-PP Anschlussbogen 90Gr d50/58,390284141-geb,4025416936510,"2,30 ",30 - 31 workdays,NA,https://ssd-armaturenshop.de/Geberit-390284141-Silent-PP-Anschlussbogen-90Gr-d50/58_1,Geberit,74806
"Kaldewei 363200010001 DW CAYONOPLAN Mod.2272-1, 900x1500x25",363200010001,4055761065740,"424,21 ",20 - 22 workdays,alpinweiß,https://ssd-armaturenshop.de/navi.php?a=694120&lang=eng,navi.php?a=694120&lang=eng,694120
"Geberit 243662111 Duschdüse, zu Geberit AquaClean Sela",243662111-geb,4025416583912,"14,12 ",29 - 30 workdays,mit WhirlSpary weiß-alpin,https://ssd-armaturenshop.de/navi.php?a=762382&lang=eng,navi.php?a=762382&lang=eng,762382
Geberit 154480001  Installationsrahmen für Duschflächen,154480001-geb,4025416545637,"226,84 ",29 - 30 workdays,Setaplano mit 4 Füße bis 100cm 100x100cm,https://ssd-armaturenshop.de/Geberit-154480001-Installationsrahmen-fuer-Duschflaechen_1,Geberit,117859
Geberit 154470001  Installationsrahmen für Duschflächen,154470001-geb,4025416545576,"198,48 ",29 - 30 workdays,Setaplano mit 4 Füße bis 100cm 90x90cm,https://ssd-armaturenshop.de/Geberit-154470001-Installationsrahmen-fuer-Duschflaechen_1,Geberit,117857
Geberit 154471001  Installationsrahmen für Duschflächen,154471001-geb,4025416545583,"226,84 ",29 - 30 workdays,Setaplano mit 4 Füße bis 100cm 90x100cm,https://ssd-armaturenshop.de/Geberit-154471001-Installationsrahmen-fuer-Duschflaechen_1,Geberit,117858
"Geberit 154010001  Rohbauset, zu Geberit Duschfläche",154010001-geb,4025416642190,"119,07 ",29 - 30 workdays,Setaplano Sperrwasserhöhe 50 mm d50 4 F.,https://ssd-armaturenshop.de/Geberit-154010001-Rohbauset-zu-Geberit-Duschflaeche_1,Geberit,117867
Geberit 154484001  Installationsrahmen für Duschflächen,154484001-geb,4025416545699,"274,08 ",29 - 30 workdays,Setaplano mit 6 Füße ü. 100cm 100x140cm,https://ssd-armaturenshop.de/Geberit-154484001-Installationsrahmen-fuer-Duschflaechen_1,Geberit,117865
Geberit 154464001  Installationsrahmen für Duschflächen,154464001-geb,4025416545538,"252,82 ",29 - 30 workdays,Setaplano mit 6 Füße über 100cm 80x120cm,https://ssd-armaturenshop.de/Geberit-154464001-Installationsrahmen-fuer-Duschflaechen_1,Geberit,117860
"Geberit 154013001  Rohbauset, zu Geberit Duschfläche",154013001-geb,4025416545828,"137,98 ",29 - 30 workdays,Setaplano Sperrwasserhöhe 50 mm d50 6 F.,https://ssd-armaturenshop.de/Geberit-154013001-Rohbauset-zu-Geberit-Duschflaeche_1,Geberit,117868
"Geberit 154016001  Duschwannenablauf, zu Duschfläche",154016001-geb,4025416536529,"92,07 ",29 - 30 workdays,Setaplano Sperrwasserhöhe 50 mm d50,https://ssd-armaturenshop.de/Geberit-154016001-Duschwannenablauf-zu-Duschflaeche_1,Geberit,117869
"Geberit 154021001  Rohbauset, zu Geberit Duschfläche",154021001-geb,4025416545927,"137,98 ",29 - 30 workdays,Setaplano Sperrwasserhöhe 30 mm d40 6 F.,https://ssd-armaturenshop.de/Geberit-154021001-Rohbauset-zu-Geberit-Duschflaeche_1,Geberit,117871
"Geberit 154030001  Rohbauset, zu Duschfläche Setaplano",154030001-geb,4025416657903,"101,56 ",29 - 30 workdays,stockwerksdurchdringende Inst. d50 4 F.,https://ssd-armaturenshop.de/Geberit-154030001-Rohbauset-zu-Duschflaeche-Setaplano_1,Geberit,117873
"Geberit 243564001  Fuß kurz, zu Geberit Duschfläche",243564001-geb,4025416658085,"11,34 ",19 - 20 workdays,Setaplano,https://ssd-armaturenshop.de/Geberit-243564001-Fuss-kurz-zu-Geberit-Duschflaeche_1,Geberit,117898
"Geberit 154020001  Rohbauset, zu Geberit Duschfläche",154020001-geb,4025416545903,"119,07 ",29 - 30 workdays,Setaplano Sperrwasserhöhe 30 mm d40 4 F.,https://ssd-armaturenshop.de/Geberit-154020001-Rohbauset-zu-Geberit-Duschflaeche_1,Geberit,117870
"Geberit 243562111  Ablaufdeckel, zu Geberit",243562111-geb,4025416657941,"35,33 ",10 - 11 workdays,Duschfläche Setaplano,https://ssd-armaturenshop.de/Geberit-243562111-Ablaufdeckel-zu-Geberit_1,Geberit,117896
"Geberit 243563111  Ventilscheibenabdeckung, zu Geberit",243563111-geb,4025416657989,"6,32 ",19 - 20 workdays,Duschwannenablauf d90 Setaplano,https://ssd-armaturenshop.de/Geberit-243563111-Ventilscheibenabdeckung-zu-Geberit_1,Geberit,117897
Geberit 393205141  Silent-Pro Rohr mit Muffe,393205141-geb,4025416474364,"15,57 ",19 - 20 workdays,d50mm L150cm,https://ssd-armaturenshop.de/Geberit-393205141-Silent-Pro-Rohr-mit-Muffe_1,Geberit,117626
Geberit 393222141  Silent-Pro Bogen,393222141-geb,4025416451884,"8,90 ",19 - 20 workdays,45Gr d50mm,https://ssd-armaturenshop.de/Geberit-393222141-Silent-Pro-Bogen_1,Geberit,117666
Geberit 393502141  Silent-Pro Rohr mit Muffe,393502141-geb,4025416450542,"12,76 ",2 - 3 workdays,d110mm L50cm,https://ssd-armaturenshop.de/Geberit-393502141-Silent-Pro-Rohr-mit-Muffe_1,Geberit,117617
Geberit 393522141  Silent-Pro Bogen,393522141-geb,4025416451969,"14,78 ",2 - 3 workdays,45Gr d110mm,https://ssd-armaturenshop.de/Geberit-393522141-Silent-Pro-Bogen_1,Geberit,117669
"Kaldewei 465500012711 DW CONOFLAT Mod.785-1, 900x1200x32",465500012711,4055761017138,"647,98 ",21 - 23 workdays,"SEC, alpinweiß matt",https://ssd-armaturenshop.de/Kaldewei-465500012711-DW-CONOFLAT-Mod785-1-900x1200x32,Kaldewei,161930
"Kaldewei 430600012711 DW SUPERPLAN Mod.406-1, 900x1200x25",430600012711,4055761017107,"659,48 ",12 - 14 workdays,"SEC, alpinweiß matt",https://ssd-armaturenshop.de/Kaldewei-430600012711-DW-SUPERPLAN-Mod406-1-900x1200x25,Kaldewei,162487
"Geberit 115893KX1  BetPl. Sigma30, für Spül-Stopp-Sp.",115893KX1-geb,4025416516781,"124,80 ",9 - 10 workdays,Cr gebürstet/glanzchrom/Cr gebürstet,https://ssd-armaturenshop.de/Geberit-115893KX1-BetPl-Sigma30-fuer-Spuel-Stopp-Sp_1,Geberit,59220
"Kaldewei 467700012711 DW CONOFLAT Mod.861-1, 1000x1600x32",467700012711,4055761017343,"730,29 ",21 - 23 workdays,"SEC, alpinweiß matt",https://ssd-armaturenshop.de/Kaldewei-467700012711-DW-CONOFLAT-Mod861-1-1000x1600x32,Kaldewei,168749
"Geberit 115893KY1  BetPl. Sigma30, für Spül-Stopp-Sp.",115893KY1-geb,4025416516798,"129,20 ",9 - 10 workdays,glanzchrom/Cr gebürstet/glanzchrom,https://ssd-armaturenshop.de/Geberit-115893KY1-BetPl-Sigma30-fuer-Spuel-Stopp-Sp_1,Geberit,59221
"Geberit 115883KH1  BetPl. Sigma30, für 2-Mengen-Sp.",115883KH1-geb,4025416516712,"77,93 ",2 - 3 workdays,glanzchrom / mattchr / glanzchr,https://ssd-armaturenshop.de/Geberit-115883KH1-BetPl-Sigma30-fuer-2-Mengen-Sp_1,Geberit,59191
Geberit 116037KH1  UR-Strg. mit elektronischer Spülausl.,116037KH1-geb,4025416521266,"482,07 ",20 - 21 workdays,"Batterie, Abdeckplatte Typ 30 glanzchrom",https://ssd-armaturenshop.de/Geberit-116037KH1-UR-Strg-mit-elektronischer-Spuelausl_1,Geberit,59209
"Geberit 115883KN1  BetPl. Sigma30, für 2-Mengen-Sp.",115883KN1-geb,4025416516743,"80,01 ",2 - 3 workdays,mattchrom / glanzchr / mattchr,https://ssd-armaturenshop.de/Geberit-115883KN1-BetPl-Sigma30-fuer-2-Mengen-Sp_1,Geberit,59196
"Geberit 115893KJ1  BetPl. Sigma30, für Spül-Stopp-Sp.",115893KJ1-geb,4025416516774,"106,90 ",9 - 10 workdays,weiß / glanzchrom / weiß,https://ssd-armaturenshop.de/Geberit-115893KJ1-BetPl-Sigma30-fuer-Spuel-Stopp-Sp_1,Geberit,59219
"Kaldewei 430735003001 DW SUPERPLAN Mod.407-2,1000x1200x25",430735003001,4001112587188,"766,70 ",21 - 23 workdays,"Wt, AS, alpinweiß, PEFF",https://ssd-armaturenshop.de/Kaldewei-430735003001-DW-SUPERPLAN-Mod407-21000x1200x25,Kaldewei,165675
"Kaldewei 290300010001 BW CLASSIC DUO 103, 1600x700x430",290300010001,4001112567944,"512,55 ",21 - 23 workdays,alpinweiß,https://ssd-armaturenshop.de/Kaldewei-290300010001-BW-CLASSIC-DUO-103-1600x700x430,Kaldewei,169233
Geberit 115329111  Designplatte für Geberit AquaClean,115329111-geb,4025416219415,"328,99 ",11 - 12 workdays,Sela Kst weiß-alpin,https://ssd-armaturenshop.de/Geberit-115329111-Designplatte-fuer-Geberit-AquaClean_1,Geberit,54247
,,,NA,,NA,https://ssd-armaturenshop.de/Kaldewei-111700010001-BW-SANIFORM-PLUS-362-1-1600x700x410,Kaldewei,
Kaldewei 687772100001 Spezial Ab-+Überlaufgarnitur KA4041,687772100001,4001112964941,"466,38 ",44 - 45 workdays,"mit Füllfunktion,alpinweiß",https://ssd-armaturenshop.de/Kaldewei-687772100001-Spezial-Ab-Ueberlaufgarnitur-KA4041,Kaldewei,147624
Kaldewei 687772060001 Spezial Ab-+Überlaufgarnitur KA4061,687772060001,4001112964903,"506,93 ",19 - 20 workdays,"mit Füllfunktion,alpinweiß",https://ssd-armaturenshop.de/Kaldewei-687772060001-Spezial-Ab-Ueberlaufgarnitur-KA4061,Kaldewei,147609
Kaldewei 590870000999 Badewannengriffset für Mod. PURO,590870000999,4001112845387,"256,05 ",21 - 22 workdays,"Typ A, nobler Purismus Ambiente, chrom",https://ssd-armaturenshop.de/Kaldewei-590870000999-Badewannengriffset-fuer-Mod-PURO,Kaldewei,147936
"Kaldewei 266300010001 BW PURO DUO 663, 1700x750x420",266300010001,4001112872161,"623,20 ",21 - 23 workdays,alpinweiß,https://ssd-armaturenshop.de/Kaldewei-266300010001-BW-PURO-DUO-663-1700x750x420,Kaldewei,170861
"Kaldewei 266300013001 BW PURO DUO 663, 1700x750x420",266300013001,4001112896747,"732,46 ",21 - 23 workdays,"alpinweiß, PEFF",https://ssd-armaturenshop.de/Kaldewei-266300013001-BW-PURO-DUO-663-1700x750x420,Kaldewei,170866
"Kaldewei 447730000001 DW SUPERPLAN Mod.387-1,750x900x25",447730000001,4001112449486,"443,02 ",17 - 18 workdays,"AS, alpinweiß",https://ssd-armaturenshop.de/Kaldewei-447730000001-DW-SUPERPLAN-Mod387-1750x900x25,Kaldewei,148781
"Kaldewei 255400010001 BW PURO STAR 654, 1700x750x420",255400010001,4001112853528,"483,40 ",21 - 23 workdays,alpinweiß,https://ssd-armaturenshop.de/Kaldewei-255400010001-BW-PURO-STAR-654-1700x750x420,Kaldewei,171370
"KEUCO  Lichtspiegel Edition 90 19097,LS",19097012500,4017214691395,"858,43 ",19 - 21 workdays,800 x 700 x 56 mm verchromt,https://ssd-armaturenshop.de/navi.php?a=907141&lang=eng,navi.php?a=907141&lang=eng,907141
"KEUCO  LS R. Lumos 14597,LS",14597172000,4017214691647,"882,11 ",19 - 21 workdays,"silber-erloxiert, 700 x 650 x 60 mm",https://ssd-armaturenshop.de/navi.php?a=907010&lang=eng,navi.php?a=907010&lang=eng,907010
"KEUCO  LS R. Lumos 14597,LS",14597172500,4017214691654,"932,93 ",19 - 21 workdays,"silber-erloxiert, 800 x 650 x 60 mm",https://ssd-armaturenshop.de/navi.php?a=907012&lang=eng,navi.php?a=907012&lang=eng,907012
"KEUCO  LS R. Lumos 14598,LS",14598173000,4017214691746,"1.014,65 ",19 - 21 workdays,"Spiegelheizung,silb-elox.,900x650x60mm",https://ssd-armaturenshop.de/navi.php?a=907036&lang=eng,navi.php?a=907036&lang=eng,907036
"KEUCO  LS R. Lumos 14598,LS",14598173500,4017214691753,"1.026,87 ",19 - 21 workdays,"Spiegelheizung,silb-elox.,1000x650x60mm",https://ssd-armaturenshop.de/navi.php?a=907038&lang=eng,navi.php?a=907038&lang=eng,907038
"KEUCO  LS R. Lumos 14598,LS",14598175000,4017214691784,"1.255,27 ",19 - 21 workdays,"Spiegelheizung,silb-elox.,1400x650x60mm",https://ssd-armaturenshop.de/navi.php?a=907044&lang=eng,navi.php?a=907044&lang=eng,907044
